Year_of_Birth,Education_Level,Marital_Status,Disposable_Income,No_of_Kids_in_home,No_of_Teen_in_home,Recency,Discounted_Purchases,WebPurchases,CatalogPurchases,StorePurchases,Amount_on_Wines,Amount_on_Fruits,Amount_on_MeatProducts,Amount_on_FishProducts,Amount_on_SweetProducts,Amount_on_GoldProds,WebVisitsMonth,Cmp3Accepted,Cmp4Accepted,Cmp5Accepted,Cmp1Accepted,Cmp2Accepted,Any_Complain,Enrol_year,Enrol_Month,Enrol_Age,Enrol_day,Enrol_wkday,Year_Birth_Clus,CatPurchase_Clus,WebPurchuse_Clus,WebVisit_Clus,Education_Ordinal
1976,Graduation,Together,96172.8,0,0,54,1,3,7,8,245,135,445,250,192,108,1,0,0,0,0,0,0,2013,9,37,30,Monday,1,0,0,0,5
1972,Graduation,Divorced,35782.8,1,0,84,3,3,0,3,14,4,24,2,1,2,6,0,0,0,0,0,0,2013,10,41,24,Thursday,1,0,0,0,5
1963,Master,Together,56610.0,1,1,88,7,4,2,4,172,5,44,6,2,19,8,1,0,0,0,0,0,2012,10,49,28,Sunday,1,0,0,0,3
1971,PhD,Married,46623.6,1,1,97,2,2,0,3,34,3,14,0,0,2,7,0,0,0,0,0,0,2014,5,43,23,Friday,1,0,0,0,4
1965,Graduation,Single,55087.2,0,1,27,2,5,4,4,310,6,27,4,3,144,5,1,0,0,0,0,0,2013,7,48,5,Friday,1,0,0,0,5
1969,Master,Divorced,32485.2,1,0,97,2,2,0,3,13,6,19,0,2,3,6,0,0,0,0,0,0,2014,4,45,23,Wednesday,1,0,0,0,3
1978,PhD,Together,122592.0,0,0,61,0,7,9,10,768,32,138,76,176,58,4,0,1,1,1,0,0,2012,2,34,11,Saturday,1,0,0,0,4
1974,Graduation,Widow,72249.59999999999,1,1,20,11,8,3,7,493,26,71,15,0,59,7,0,1,0,0,0,0,2012,7,38,10,Tuesday,1,0,0,0,5
1967,PhD,Married,82875.59999999999,0,1,23,1,5,3,5,671,38,124,69,8,26,3,0,0,0,0,0,0,2012,7,45,11,Wednesday,1,0,0,0,4
1968,Graduation,Single,31116.0,1,1,94,1,1,0,2,11,4,2,2,0,4,7,0,0,0,0,0,0,2013,10,45,10,Thursday,1,0,0,0,5
1987,Graduation,Married,111492.0,0,0,49,1,6,7,13,556,140,792,179,103,33,1,0,1,1,1,0,0,2014,4,27,24,Thursday,1,0,0,0,5
1961,Graduation,Divorced,70081.2,0,1,62,1,1,2,2,15,3,11,17,29,29,4,0,0,0,0,0,0,2014,4,53,20,Sunday,1,0,0,0,5
1957,Graduation,Divorced,55303.2,0,1,41,4,3,1,8,249,11,32,7,2,50,4,0,0,0,0,0,0,2013,3,56,11,Monday,1,0,0,0,5
1990,Secondary,Married,102852.0,0,0,12,1,6,9,10,605,23,350,29,30,33,2,0,0,1,0,0,0,2013,5,23,5,Sunday,1,0,0,0,2
1974,PhD,Together,76219.2,1,1,37,4,4,1,7,146,14,114,15,14,5,5,0,0,0,0,0,0,2013,6,39,7,Friday,1,0,0,0,4
1961,Basic,Widow,26547.6,0,0,84,1,2,1,3,8,6,24,34,7,31,5,0,0,0,0,0,0,2014,3,53,27,Thursday,1,0,0,0,1
1973,Graduation,Married,48385.2,1,1,66,2,3,0,3,49,7,21,6,0,27,7,0,0,0,0,0,0,2013,7,40,29,Monday,1,0,0,0,5
1972,Secondary,Together,32220.0,1,1,17,4,2,1,4,36,4,13,7,2,9,4,0,0,0,0,0,0,2014,4,42,18,Friday,1,0,0,0,2
1965,PhD,Single,74157.59999999999,0,0,20,1,4,2,9,343,7,89,11,8,13,4,0,0,0,0,0,0,2013,11,48,23,Saturday,1,0,0,0,4
1973,PhD,Single,46293.6,1,1,9,3,3,0,3,43,7,22,3,3,3,8,0,0,0,0,0,0,2013,6,40,22,Saturday,1,0,0,0,4
1980,Basic,Together,29512.8,1,0,101,1,1,0,3,6,6,6,10,0,9,5,0,0,0,0,0,0,2013,10,33,12,Saturday,1,0,0,0,1
1982,Graduation,Divorced,34212.0,1,1,79,3,2,0,4,49,8,19,0,4,19,5,0,0,0,0,0,0,2013,4,31,13,Saturday,1,0,0,0,5
1968,Master,Single,39068.4,1,0,20,3,2,1,3,39,6,29,0,4,10,5,0,0,0,0,0,0,2014,2,46,24,Monday,1,0,0,0,3
1960,PhD,Together,64244.4,1,1,24,2,2,1,3,86,3,6,0,0,6,5,0,0,0,0,0,0,2014,1,54,30,Thursday,1,0,0,0,4
1956,PhD,Single,73540.8,0,0,83,1,11,2,8,623,18,106,20,7,45,6,0,1,0,0,0,0,2013,12,57,10,Tuesday,1,0,0,0,4
1977,Master,Divorced,90014.4,0,0,48,1,3,8,11,299,145,218,164,58,151,1,0,0,0,0,0,0,2014,1,37,25,Saturday,1,0,0,0,3
1969,PhD,Single,45883.2,1,1,9,4,3,0,4,63,3,18,2,0,10,7,0,0,0,0,0,0,2013,9,44,20,Friday,1,0,0,0,4
1952,Graduation,Married,86358.0,0,1,28,3,6,3,5,577,22,286,50,38,248,3,0,0,0,0,0,0,2013,7,61,29,Monday,1,0,0,0,5
1971,Master,Married,53413.2,1,0,46,6,8,4,8,518,10,133,46,14,14,8,0,0,0,0,0,0,2012,12,41,10,Monday,1,0,0,0,3
1974,Graduation,Single,78399.59999999999,0,1,65,7,9,4,8,659,10,92,0,15,30,6,0,1,1,0,0,0,2014,1,40,17,Friday,1,0,0,0,5
1969,Graduation,Together,70264.8,1,1,62,6,8,2,6,373,27,68,38,0,88,7,0,0,0,0,0,0,2012,9,43,26,Wednesday,1,0,0,0,5
1963,Graduation,Single,60942.0,1,1,34,2,2,1,3,69,4,21,0,1,27,6,0,0,0,0,0,0,2013,10,50,9,Wednesday,1,0,0,0,5
1973,Master,Married,90301.2,0,0,41,1,7,6,5,726,114,925,97,18,18,5,0,0,0,0,0,0,2012,8,39,27,Monday,1,0,0,0,3
1976,Secondary,Together,23746.8,1,0,31,3,2,1,3,7,8,9,28,6,28,5,1,0,0,0,0,0,2013,11,37,20,Wednesday,1,0,0,0,2
1964,PhD,Widow,62733.6,0,1,31,6,10,5,10,958,3,71,0,0,174,8,0,0,0,0,0,0,2013,1,49,25,Friday,1,0,0,0,4
1975,Master,Married,70192.8,0,1,63,2,6,2,6,303,10,68,4,0,19,6,0,0,0,0,0,0,2013,12,38,12,Thursday,1,0,0,0,3
1976,Graduation,Married,39819.6,1,0,53,2,4,0,3,12,8,39,17,15,37,7,0,0,0,0,0,0,2014,2,38,24,Monday,1,0,0,0,5
1979,Graduation,Divorced,50383.2,0,1,22,3,3,0,4,32,8,8,8,3,12,4,0,0,0,0,0,0,2014,9,35,2,Tuesday,1,0,0,0,5
1972,Graduation,Married,44580.0,1,0,87,8,4,3,6,172,40,64,49,34,116,7,0,0,0,0,0,0,2012,11,40,9,Friday,1,0,0,0,5
1977,PhD,Together,194876.4,1,1,38,0,0,0,1,90,4,16,2,1,2,1,0,0,0,0,0,0,2013,3,36,6,Wednesday,1,0,0,0,4
1957,Graduation,Married,57834.0,1,1,60,6,4,2,5,111,30,68,52,7,5,6,0,0,0,0,0,0,2014,1,57,21,Tuesday,1,0,0,0,5
1957,Master,Together,41929.2,1,1,33,2,3,0,3,44,5,25,4,3,24,8,0,0,0,0,0,0,2013,6,56,3,Monday,1,0,0,0,3
1975,Master,Married,99100.8,0,0,33,1,3,4,8,1081,71,103,29,91,68,1,0,1,1,0,0,0,2013,4,38,6,Saturday,1,0,0,0,3
1963,Graduation,Together,60152.4,0,1,95,1,5,1,6,279,3,21,4,6,15,6,0,1,0,0,0,0,2014,5,51,29,Thursday,1,0,0,0,5
1979,Secondary,Together,76626.0,0,0,35,1,7,3,13,364,38,314,93,116,89,4,0,0,0,0,0,0,2013,9,34,2,Monday,1,0,0,0,2
1955,Master,Divorced,75164.4,0,1,83,1,2,2,5,109,15,48,4,12,5,2,0,0,0,0,0,0,2014,1,59,3,Friday,1,0,0,0,3
1979,Graduation,Widow,64994.4,1,1,38,1,1,0,3,10,9,10,6,5,10,4,0,0,0,0,0,0,2013,3,34,18,Monday,1,0,0,0,5
1951,Graduation,Single,20175.6,0,0,56,1,2,0,3,9,11,11,12,2,13,7,1,0,0,0,0,0,2013,7,62,19,Friday,1,0,0,0,5
1964,Master,Single,77029.2,0,1,37,3,5,3,13,425,18,186,151,38,15,3,0,0,0,0,0,0,2013,1,49,22,Tuesday,1,0,0,0,3
1972,PhD,Married,86362.8,0,1,66,3,3,4,9,1005,3,76,0,0,10,8,0,1,0,0,0,0,2012,10,40,16,Tuesday,1,0,0,0,4
1969,PhD,Married,35024.4,1,0,50,1,1,0,3,31,3,6,0,0,2,8,0,0,0,0,0,0,2013,9,44,5,Thursday,1,0,0,0,4
1970,Graduation,Married,5313.5999999999985,0,1,7,0,25,0,0,21,7,12,2,4,321,1,0,0,0,0,0,0,2013,5,43,10,Friday,1,0,1,0,5
1992,Graduation,Together,107869.2,0,0,24,1,11,6,8,417,25,132,59,28,183,4,0,0,1,0,0,0,2013,4,21,15,Monday,1,0,0,0,5
1962,Graduation,Single,98416.8,0,0,55,1,3,6,12,985,40,265,35,163,31,6,0,0,0,0,0,0,2012,8,50,20,Monday,1,0,0,0,5
1954,Graduation,Together,58552.8,1,1,104,1,1,0,3,30,3,11,3,0,15,4,0,0,0,0,0,0,2014,6,60,26,Thursday,1,0,0,0,5
1979,Graduation,Married,93099.6,0,0,100,1,4,5,9,377,26,384,250,12,108,2,0,0,0,1,0,0,2014,10,35,2,Thursday,1,0,0,0,5
1967,Master,Together,40276.8,0,1,58,1,1,1,3,66,3,3,0,0,7,5,0,0,0,0,0,0,2014,6,47,24,Tuesday,1,0,0,0,3
1960,Graduation,Together,45942.0,2,1,103,1,0,0,3,7,3,5,2,0,1,2,0,0,0,0,0,0,2014,6,54,24,Tuesday,1,0,0,0,5
1965,PhD,Divorced,94590.0,0,0,42,1,5,10,13,488,77,114,169,37,18,3,0,0,0,0,0,0,2012,9,47,14,Friday,1,0,0,0,4
1969,Graduation,Single,43278.0,1,1,61,3,3,0,3,23,10,34,10,2,3,8,0,0,0,0,0,0,2013,3,44,31,Sunday,1,0,0,0,5
1993,Basic,Single,18303.6,1,0,20,2,1,0,3,6,6,3,8,1,13,7,0,0,0,0,0,0,2013,10,20,28,Monday,1,0,0,0,1
1967,Master,Married,68619.59999999999,1,1,58,8,9,1,7,469,8,64,7,0,70,8,0,0,0,0,0,0,2013,3,46,19,Tuesday,1,0,0,0,3
1993,Graduation,Single,58546.8,0,0,101,1,6,4,7,356,19,156,7,5,145,6,0,0,0,0,0,0,2012,10,19,9,Tuesday,1,0,0,0,5
1978,Graduation,Single,45328.8,2,0,35,4,7,2,3,178,11,107,7,2,176,9,1,0,0,0,0,1,2012,3,34,9,Friday,1,0,0,0,5
1971,Graduation,Together,97446.0,0,0,50,1,5,6,7,729,77,929,97,55,130,2,1,0,1,0,1,0,2014,1,43,13,Monday,1,0,0,0,5
1959,Graduation,Married,97584.0,0,0,68,1,4,3,10,188,36,493,59,103,57,2,0,0,0,0,0,0,2013,6,54,2,Sunday,1,0,0,0,5
1974,Graduation,Divorced,94681.2,0,1,106,3,9,3,5,326,14,309,33,26,34,4,0,0,0,0,0,0,2013,9,39,17,Tuesday,1,0,0,0,5
1952,Graduation,Married,113570.4,0,0,42,0,5,7,9,884,146,797,106,143,143,1,0,0,1,1,0,0,2014,12,62,2,Tuesday,1,0,0,0,5
1976,PhD,Single,63136.8,0,1,70,2,2,4,8,794,3,142,12,9,38,8,0,0,0,0,0,0,2012,1,36,12,Thursday,1,0,0,0,4
1978,Master,Married,27241.2,1,0,9,1,1,0,3,7,7,9,0,4,5,5,0,0,0,0,0,0,2013,5,35,9,Thursday,1,0,0,0,3
1984,Graduation,Together,34112.4,1,0,74,2,2,0,3,23,6,19,3,3,6,8,0,0,0,0,0,0,2013,3,29,21,Thursday,1,0,0,0,5
1967,Graduation,Single,39934.8,0,0,36,1,0,0,3,15,6,3,0,0,0,3,0,0,0,0,0,0,2014,12,47,6,Saturday,1,0,0,0,5
1979,Graduation,Together,69440.4,1,0,55,7,7,2,9,349,38,178,15,23,17,6,0,0,0,0,0,0,2013,1,34,10,Thursday,1,0,0,0,5
1951,PhD,Single,58520.4,1,2,86,3,2,1,3,33,4,21,3,0,10,5,0,0,0,0,0,0,2014,1,63,1,Wednesday,1,0,0,0,4
1956,Secondary,Divorced,50122.8,0,1,38,6,8,1,7,307,32,131,32,0,27,8,0,0,0,0,0,0,2013,2,57,13,Wednesday,1,0,0,0,2
1976,Secondary,Married,20403.6,1,0,44,3,2,0,4,7,8,12,4,8,7,5,0,0,0,0,0,0,2013,9,37,12,Thursday,1,0,0,0,2
1965,PhD,Married,78631.2,0,1,29,1,4,4,8,402,22,69,12,0,9,2,0,0,0,0,0,0,2014,11,49,4,Tuesday,1,0,0,0,4
1969,Master,Married,35451.6,2,0,54,2,3,1,2,22,6,18,3,4,18,7,0,0,0,0,0,0,2014,1,45,4,Saturday,1,0,0,0,3
1952,PhD,Widow,81216.0,0,1,15,1,7,3,8,551,3,48,0,6,6,5,0,0,0,0,0,0,2013,11,61,6,Wednesday,1,0,0,0,4
1971,Master,Divorced,66338.4,1,0,16,1,3,1,6,130,9,73,8,4,19,4,0,0,0,0,0,0,2013,12,42,13,Friday,1,0,0,0,3
1974,Secondary,Married,42383.27763891246,1,0,32,3,3,0,3,30,6,43,17,4,17,8,0,0,0,0,0,0,2012,9,38,14,Friday,1,0,0,0,2
1987,Basic,Single,10728.0,1,0,32,3,3,1,3,6,48,3,4,6,42,8,0,0,0,0,0,0,2012,8,25,22,Wednesday,1,0,0,0,1
1975,PhD,Married,78422.4,0,1,50,2,4,2,8,289,6,84,4,7,23,4,0,0,0,0,0,0,2013,8,38,21,Wednesday,1,0,0,0,4
1966,PhD,Married,68683.2,1,1,29,3,2,1,4,110,3,9,2,1,4,3,0,0,0,0,0,0,2014,12,48,3,Wednesday,1,0,0,0,4
1976,Graduation,Married,62337.6,0,1,58,2,5,2,4,87,36,54,71,30,41,5,0,0,0,0,0,0,2013,9,37,17,Tuesday,1,0,0,0,5
1980,Secondary,Together,73006.8,1,1,79,13,2,2,12,605,24,128,223,150,128,8,0,0,0,0,0,0,2012,8,32,28,Tuesday,1,0,0,0,2
1976,PhD,Married,104203.2,0,0,14,1,6,10,6,184,24,273,0,21,63,5,1,0,1,1,0,0,2012,12,36,9,Sunday,1,0,0,0,4
1976,PhD,Married,48279.6,0,1,91,5,2,1,5,85,7,46,0,17,2,6,0,0,0,0,0,0,2013,10,37,14,Monday,1,0,0,0,4
1974,Graduation,Together,27218.4,1,0,58,3,2,1,4,15,17,29,4,2,36,4,0,0,0,0,0,0,2013,3,39,10,Sunday,1,0,0,0,5
1984,Graduation,Together,34112.4,1,0,74,2,2,0,3,23,6,19,3,3,6,8,0,0,0,0,0,0,2013,3,29,21,Thursday,1,0,0,0,5
1950,Graduation,Together,65509.2,0,1,70,3,6,2,8,381,7,94,12,9,24,5,0,0,0,0,0,0,2013,5,63,8,Wednesday,1,0,0,0,5
1971,Graduation,Single,24704.4,1,0,46,1,1,1,2,7,6,6,4,1,9,7,0,0,0,0,0,0,2014,11,43,5,Wednesday,1,0,0,0,5
1983,Graduation,Together,54243.6,2,0,11,1,3,1,3,40,6,67,10,8,24,6,0,0,0,0,0,0,2014,3,31,23,Sunday,1,0,0,0,5
1976,Secondary,Widow,57218.4,0,1,87,4,4,3,8,167,64,83,97,57,61,5,0,0,0,0,0,0,2013,2,37,15,Friday,1,0,0,0,2
1961,Secondary,Together,111067.2,0,0,39,0,3,5,13,498,186,352,184,23,28,0,0,0,0,0,0,0,2014,4,53,20,Sunday,1,0,0,0,2
1957,Graduation,Married,76731.59999999999,0,1,57,1,6,4,6,428,187,368,13,97,21,5,0,0,0,0,0,0,2012,2,55,9,Thursday,1,0,0,0,5
1985,Master,Single,22668.0,0,0,12,1,0,1,2,11,7,1,7,2,15,6,1,0,0,0,0,0,2012,10,27,11,Thursday,1,0,0,0,3
1966,PhD,Married,97261.2,0,0,50,1,5,5,12,1147,32,249,38,29,14,2,0,1,1,0,0,0,2014,5,48,23,Friday,1,0,0,0,4
1957,Graduation,Single,56397.6,0,1,62,5,5,3,5,177,44,86,45,6,27,7,1,0,0,0,0,0,2012,10,55,22,Monday,1,0,0,0,5
1983,Graduation,Together,86223.59999999999,0,0,36,1,2,8,6,363,111,413,141,97,32,1,0,0,0,0,0,0,2013,8,30,5,Monday,1,0,0,0,5
1983,PhD,Single,46215.6,1,0,27,5,6,1,5,177,6,115,16,0,18,8,0,0,0,0,0,0,2014,1,31,28,Tuesday,1,0,0,0,4
1950,Master,Together,59894.4,0,1,12,4,10,5,7,525,11,223,32,49,42,8,1,0,0,0,0,0,2012,7,62,9,Monday,1,0,0,0,3
1960,Graduation,Together,53893.2,0,1,18,3,4,1,4,164,3,22,2,1,31,7,0,0,0,0,0,0,2013,3,53,15,Friday,1,0,0,0,5
1994,Graduation,Single,86824.8,0,0,74,1,2,10,6,320,29,473,220,12,182,1,0,0,0,0,0,0,2013,4,19,17,Wednesday,1,0,0,0,5
1963,Graduation,Married,67417.2,0,1,13,1,4,2,7,126,106,69,8,44,48,4,0,0,0,0,0,0,2013,8,50,1,Thursday,1,0,0,0,5
1955,PhD,Married,78388.8,0,1,7,3,6,2,9,389,3,102,21,32,5,4,0,0,0,0,0,0,2014,11,59,1,Saturday,1,0,0,0,4
1970,Graduation,Married,30351.6,1,0,58,1,1,1,2,20,3,11,0,2,9,8,0,0,0,0,0,0,2013,9,43,15,Sunday,1,0,0,0,5
1990,Graduation,Married,90519.6,1,0,35,2,2,5,10,805,3,297,0,34,57,6,0,1,0,1,0,0,2014,5,24,4,Sunday,1,0,0,0,5
1950,Master,Widow,57084.0,1,1,10,3,2,2,2,72,4,20,0,2,31,7,0,0,0,0,0,0,2013,5,63,29,Wednesday,1,0,0,0,3
1971,PhD,Married,82900.8,1,0,50,2,7,3,13,1186,110,199,39,30,30,8,0,0,0,0,0,0,2013,11,42,19,Tuesday,1,0,0,0,4
1985,PhD,Single,47620.8,1,0,48,2,2,1,2,24,3,35,6,4,17,7,0,0,0,0,0,1,2012,12,27,10,Monday,1,0,0,0,4
1955,Graduation,Married,104061.6,0,0,27,1,5,6,5,349,192,482,50,33,172,2,0,0,0,0,0,0,2013,1,58,17,Thursday,1,0,0,0,5
1977,Secondary,Single,95626.8,0,0,72,1,4,9,13,316,29,640,180,37,121,2,0,0,0,0,0,0,2013,12,36,5,Thursday,1,0,0,0,2
1965,Master,Married,76920.0,0,1,100,1,8,3,6,514,3,27,0,0,10,7,0,1,0,0,0,0,2013,10,48,9,Wednesday,1,0,0,0,3
1977,Graduation,Together,64869.6,0,1,63,2,4,6,8,203,21,252,32,108,54,3,0,0,0,0,0,0,2013,4,36,6,Saturday,1,0,0,0,5
1969,PhD,Married,67144.8,0,1,70,3,8,2,6,452,3,28,0,0,43,7,0,0,0,0,0,0,2014,3,45,3,Monday,1,0,0,0,4
1948,PhD,Widow,81740.4,0,1,87,2,11,8,4,623,47,215,0,17,36,6,1,0,0,0,0,0,2013,10,65,3,Thursday,1,0,0,0,4
1974,Master,Married,72518.4,0,1,68,5,7,2,5,370,6,15,4,3,11,6,0,0,0,0,0,0,2014,9,40,3,Wednesday,1,0,0,0,3
1941,PhD,Single,61369.2,0,0,103,1,3,1,4,149,3,7,0,0,6,5,0,0,0,0,0,0,2013,8,72,7,Wednesday,1,0,0,0,4
1985,Graduation,Married,27873.6,1,0,98,4,3,0,4,58,6,49,7,4,5,8,0,0,0,0,0,0,2014,5,29,1,Thursday,1,0,0,0,5
1959,PhD,Together,44800.8,1,1,51,4,3,0,4,31,4,16,2,2,15,4,0,0,0,0,0,0,2014,2,55,26,Wednesday,1,0,0,0,4
1962,PhD,Together,76010.4,0,1,55,3,8,3,5,923,24,118,13,10,21,6,0,1,0,0,0,0,2012,10,50,16,Tuesday,1,0,0,0,4
1986,Graduation,Married,66428.4,2,0,73,3,6,2,11,379,67,116,84,25,64,5,0,0,0,0,0,0,2013,2,27,19,Tuesday,1,0,0,0,5
1977,Graduation,Divorced,38230.8,1,0,84,1,1,0,2,8,4,3,8,0,5,7,0,0,0,0,0,0,2013,6,36,14,Friday,1,0,0,0,5
1983,Graduation,Together,86223.59999999999,0,0,36,1,2,8,6,363,111,413,141,97,32,1,0,0,0,0,0,0,2013,8,30,5,Monday,1,0,0,0,5
1963,PhD,Divorced,102835.2,0,0,95,1,4,6,9,719,79,395,116,0,12,1,0,0,0,0,0,0,2013,3,50,5,Tuesday,1,0,0,0,4
1961,Master,Married,98211.6,0,0,20,1,5,9,12,784,89,537,34,69,138,3,0,0,0,0,0,0,2013,4,52,22,Monday,1,0,0,0,3
1983,Graduation,Married,44448.0,0,0,48,1,4,2,5,91,5,73,69,38,48,8,0,0,0,0,0,0,2012,8,29,8,Wednesday,1,0,0,0,5
1981,Graduation,Married,18086.4,2,0,103,4,3,1,3,13,5,15,0,10,18,5,0,0,0,0,0,0,2013,10,32,5,Saturday,1,0,0,0,5
1986,Graduation,Married,23983.2,1,0,81,1,0,0,3,8,9,5,0,2,6,7,0,0,0,0,0,0,2013,11,27,14,Thursday,1,0,0,0,5
1974,PhD,Together,69487.2,0,1,36,3,4,2,8,248,14,119,10,3,15,4,0,0,0,0,0,0,2013,11,39,6,Wednesday,1,0,0,0,4
1981,Graduation,Single,98089.2,0,0,82,0,6,6,7,254,156,940,58,134,38,2,0,0,0,0,0,0,2013,6,32,16,Sunday,1,0,0,0,5
1964,Master,Together,46344.0,0,0,63,1,2,5,3,117,20,44,34,22,89,3,0,0,0,0,0,0,2013,11,49,5,Tuesday,1,0,0,0,3
1954,Graduation,Together,113260.8,0,0,69,0,5,8,5,1116,27,790,160,45,172,2,0,1,1,1,0,0,2013,4,59,3,Wednesday,1,0,0,0,5
1972,Master,Together,36645.6,1,0,34,4,9,0,4,289,3,52,8,3,20,10,0,0,0,0,0,0,2012,1,40,10,Tuesday,1,0,0,0,3
1957,Graduation,Together,65340.0,1,1,7,12,9,2,8,459,3,171,8,19,32,8,0,0,0,0,0,0,2012,9,55,14,Friday,1,0,0,0,5
1954,Graduation,Single,83120.4,0,0,38,2,3,4,5,783,47,499,95,73,146,7,0,0,0,0,0,0,2012,9,58,22,Saturday,1,0,0,0,5
1960,Graduation,Married,42841.2,0,0,43,1,1,0,3,26,4,9,7,3,5,6,0,0,0,0,0,0,2013,3,53,19,Tuesday,1,0,0,0,5
1961,Graduation,Together,16406.399999999998,1,1,93,2,1,0,3,11,5,9,2,1,5,8,0,0,0,0,0,0,2013,4,52,17,Wednesday,1,0,0,0,5
1977,Graduation,Together,102727.2,0,1,96,2,6,7,9,722,45,864,219,30,84,3,0,0,0,1,0,0,2012,12,35,11,Tuesday,1,0,0,0,5
1980,Graduation,Single,84404.4,0,0,82,1,2,2,12,192,84,149,25,43,91,1,0,0,0,0,0,0,2014,2,34,1,Saturday,1,0,0,0,5
1960,PhD,Married,46594.8,0,1,93,1,3,2,2,81,3,7,0,0,16,5,0,0,0,0,0,0,2014,6,54,4,Wednesday,1,0,0,0,4
1953,Graduation,Together,52154.4,1,1,57,6,4,1,5,95,20,97,15,6,15,8,0,0,0,0,0,0,2012,12,59,9,Sunday,1,0,0,0,5
1969,Graduation,Married,73576.8,0,1,8,2,5,5,12,383,3,189,97,172,172,3,0,0,0,0,0,0,2013,4,44,25,Thursday,1,0,0,0,5
1980,Graduation,Single,72568.8,0,1,32,7,10,2,12,270,202,303,234,9,170,7,0,0,0,0,0,0,2013,1,33,4,Friday,1,0,0,0,5
1973,Graduation,Married,75252.0,0,1,60,4,4,2,12,446,38,83,7,29,11,4,0,0,0,0,0,0,2013,5,40,23,Thursday,1,0,0,0,5
1953,Graduation,Married,60360.0,0,1,59,2,2,1,8,148,18,60,24,23,5,2,0,0,0,0,0,0,2014,5,61,25,Sunday,1,0,0,0,5
1977,Secondary,Together,31591.2,0,0,19,1,0,0,3,6,3,5,0,3,9,3,0,0,0,0,0,1,2013,4,36,9,Tuesday,1,0,0,0,2
1971,Graduation,Together,48657.6,0,1,38,2,2,1,4,115,3,5,2,0,3,5,0,1,0,0,0,0,2012,10,41,10,Wednesday,1,0,0,0,5
1954,Graduation,Married,45259.2,0,1,11,2,4,1,3,102,4,41,6,2,41,7,0,0,0,0,0,0,2014,4,60,21,Monday,1,0,0,0,5
1964,PhD,Single,56108.4,0,1,78,6,4,4,7,782,33,163,0,51,122,9,0,0,0,0,0,0,2012,11,48,16,Friday,1,0,0,0,4
1985,Graduation,Married,29484.0,1,0,104,3,4,0,4,33,37,62,11,14,44,9,0,0,0,0,0,0,2013,2,28,27,Wednesday,1,0,0,0,5
1974,Graduation,Married,63414.0,1,0,14,3,8,8,6,389,28,292,130,41,64,6,1,0,0,0,0,0,2013,8,39,13,Tuesday,1,0,0,0,5
1973,Master,Single,55707.6,1,1,13,3,2,0,4,73,3,16,0,0,8,7,0,0,0,0,0,0,2013,9,40,18,Wednesday,1,0,0,0,3
1961,Graduation,Married,81259.2,0,1,15,4,7,4,13,535,145,217,62,9,56,5,0,1,0,0,0,0,2013,10,52,1,Tuesday,1,0,0,0,5
1981,Secondary,Married,115856.4,0,0,11,0,7,6,8,453,24,125,52,101,62,2,1,0,1,1,0,0,2014,5,33,23,Friday,1,0,0,0,2
1962,Master,Married,97140.0,0,0,51,1,6,7,9,530,150,112,219,147,63,2,0,0,0,1,0,0,2013,3,51,28,Thursday,1,0,0,0,3
1955,Graduation,Divorced,77396.4,0,1,24,5,11,4,9,1175,51,320,42,32,192,8,1,0,0,0,0,0,2012,10,57,9,Tuesday,1,0,0,0,5
1976,Master,Single,55317.6,1,1,93,4,3,2,2,62,3,27,0,0,36,8,0,0,0,0,0,0,2012,8,36,18,Saturday,1,0,0,0,3
1963,PhD,Single,32685.6,1,1,46,3,3,0,3,42,3,17,0,0,3,9,0,0,0,0,0,0,2013,4,50,20,Saturday,1,0,0,0,4
1980,Graduation,Married,69630.0,0,1,88,3,3,2,10,275,34,88,11,48,22,4,0,0,0,0,0,0,2013,11,33,26,Tuesday,1,0,0,0,5
1979,Master,Single,81710.4,0,0,14,2,2,6,10,857,63,207,78,36,48,5,0,0,0,0,0,0,2013,12,34,16,Monday,1,0,0,0,3
1975,PhD,Single,85759.2,0,0,93,1,4,4,10,417,15,546,78,182,0,1,0,0,0,0,0,0,2014,5,39,4,Sunday,1,0,0,0,4
1983,Master,Married,52578.0,1,0,60,1,2,0,3,19,13,29,4,7,15,6,0,0,0,0,0,0,2013,5,30,4,Saturday,1,0,0,0,3
1979,Graduation,Together,84528.0,0,0,56,1,5,10,7,695,120,499,76,102,88,3,0,0,0,1,0,0,2013,8,34,10,Saturday,1,0,0,0,5
1979,Graduation,Together,34304.4,1,0,49,3,2,0,4,27,7,17,12,10,13,6,0,0,0,0,0,0,2014,12,35,2,Tuesday,1,0,0,0,5
1979,Graduation,Married,88568.4,0,1,95,2,5,5,11,371,127,156,71,78,54,2,0,0,0,0,0,0,2013,2,34,1,Friday,1,0,0,0,5
1976,Graduation,Married,51668.4,0,1,37,4,4,2,5,218,5,44,0,2,5,5,0,0,0,0,0,0,2013,10,37,30,Wednesday,1,0,0,0,5
1986,Secondary,Together,9000.0,1,0,105,4,2,1,3,10,20,17,13,14,34,9,0,0,0,0,0,0,2012,1,26,8,Sunday,1,0,0,0,2
1987,Basic,Single,17887.2,0,0,93,3,2,1,3,12,10,14,7,16,15,7,0,0,0,0,0,0,2012,12,25,22,Saturday,1,0,0,0,1
1985,Graduation,Together,44682.0,1,0,75,1,1,1,2,25,5,9,4,6,20,4,0,0,0,0,0,0,2014,1,29,2,Thursday,1,0,0,0,5
